trip_id,user_id,user_type,bike_id,bike_type,start_station_id,end_station_id,start_time,end_time,duration_minutes,distance_km,status
TR10430,USR1023,member,BK226,electric,ST114,ST103,2024-01-17 12:47:00,2024-01-17 12:56:36,9.6,7.31,completed
TR10431,USR1049,casual,BK295,electric,ST111,ST113,2024-10-18 12:00:00,2024-10-18 12:09:45,9.8,14.82,completed
TR10432,USR1081,member,BK317,electric,ST102,ST104,2024-04-04 10:29:00,2024-04-04 10:56:53,27.9,7.48,completed
TR10433,USR1040,member,BK333,classic,ST106,ST112,2024-06-09 16:52:00,2024-06-09 17:06:29,14.5,9.84,completed
TR10434,USR1034,member,BK300,electric,ST111,ST105,2024-07-04 06:43:00,2024-07-04 06:45:00,2.0,12.4,cancelled
TR10435,USR1053,member,BK317,classic,ST101,ST111,2024-05-13 15:24:00,2024-05-13 15:38:44,14.7,0.71,completed
TR10436,USR1161,member,BK235,classic,ST106,ST100,2024-09-21 18:21:00,2024-09-21 18:23:00,2.0,9.26,completed
TR10437,USR1049,member,BK270,classic,ST106,ST112,2024-05-02 20:02:00,2024-05-02 20:07:05,5.1,3.43,completed
TR10438,USR1145,member,BK285,classic,ST102,ST102,2024-01-08 20:03:00,2024-01-08 20:05:00,2.0,0.87,completed
TR10439,USR1135,member,BK241,classic,ST113,ST112,2024-11-22 20:06:00,2024-11-22 20:08:00,2.0,3.19,completed
TR10440,USR1008,casual,BK261,classic,ST107,ST107,2024-11-01 17:24:00,2024-11-01 17:27:23,3.4,2.29,completed
TR10441,USR1071,member,BK328,electric,ST114,ST104,2024-01-25 18:42:00,2024-01-25 19:02:13,20.2,1.61,completed
TR10442,USR1131,member,BK295,classic,ST114,ST108,2024-08-19 06:03:00,2024-08-19 06:07:52,4.9,1.93,nan
TR10443,USR1004,member,BK253,classic,ST113,ST112,2024-09-25 10:24:00,2024-09-25 10:26:00,2.0,9.45,completed
TR10444,USR1039,casual,BK329,classic,ST111,ST114,2024-04-23 20:56:00,2024-04-23 21:22:03,26.1,12.73,completed
TR10445,USR1102,member,BK253,electric,ST107,ST108,2024-07-11 16:54:00,2024-07-11 17:17:41,23.7,0.74,completed
TR10446,USR1089,casual,BK258,electric,ST100,ST102,2024-01-28 22:36:00,2024-01-28 23:05:26,29.4,2.53,completed
TR10447,USR1039,member,BK295,classic,ST105,ST105,2024-01-16 21:34:00,2024-01-16 21:46:36,12.6,2.43,completed
TR10448,USR1014,casual,BK202,classic,ST105,ST106,2024-04-24 16:42:00,2024-04-24 16:55:32,13.5,5.69,completed
TR10449,USR1049,member,BK291,classic,ST110,ST112,2024-03-28 20:39:00,2024-03-28 20:46:20,7.3,7.36,completed
TR10450,USR1043,member,BK328,classic,ST114,ST104,2024-03-30 13:47:00,2024-03-30 13:50:29,3.5,6.89,completed
TR10451,USR1171,member,BK295,classic,ST101,ST108,2024-05-13 16:56:00,2024-05-13 17:02:56,6.9,1.82,completed
TR10452,USR1189,casual,BK238,classic,ST100,ST107,2024-01-19 22:51:00,2024-01-19 23:04:04,13.1,8.06,cancelled
TR10453,USR1040,member,BK244,classic,ST101,ST108,2024-08-13 21:53:00,2024-08-13 22:54:03,61.1,8.8,completed
TR10454,USR1088,casual,BK320,classic,ST101,ST108,2024-02-14 11:20:00,2024-02-14 11:33:53,13.9,9.42,completed
TR10455,USR1001,casual,BK327,classic,ST103,ST101,2024-03-28 14:30:00,2024-03-28 14:32:00,2.0,9.92,completed
TR10456,USR1003,member,BK295,classic,ST102,ST108,2024-11-03 10:54:00,2024-11-03 11:21:09,27.2,12.21,cancelled
TR10457,USR1053,member,BK336,electric,ST114,ST108,2024-01-08 08:47:00,2024-01-08 08:56:37,9.6,1.33,completed
TR10458,USR1174,member,BK329,classic,ST103,ST107,2024-05-20 17:36:00,2024-05-20 17:42:49,6.8,11.49,completed
TR10459,USR1162,member,BK227,classic,ST107,ST106,2024-12-06 19:25:00,2024-12-06 20:03:04,38.1,11.6,completed
TR10460,USR1141,member,BK329,classic,ST101,ST108,2024-01-13 12:27:00,2024-01-13 12:32:47,5.8,7.81,completed
TR10461,USR1156,casual,BK253,electric,ST105,ST110,2024-11-13 21:23:00,2024-11-13 22:06:36,43.6,12.03,completed
TR10462,USR1089,casual,BK312,electric,ST103,ST106,2024-01-30 22:24:00,2024-01-30 23:22:23,58.4,4.38,completed
TR10463,USR1049,member,BK320,classic,ST112,ST112,2024-01-07 15:33:00,2024-01-07 15:40:59,8.0,13.72,completed
TR10464,USR1135,casual,BK307,classic,ST113,ST107,2024-11-26 07:27:00,2024-11-26 08:07:32,40.5,12.99,completed
TR10465,USR1052,member,BK342,classic,ST110,ST107,2024-06-27 21:31:00,2024-06-27 22:09:13,38.2,12.15,nan
TR10466,USR1174,member,BK211,classic,ST110,ST102,2024-09-02 18:39:00,2024-09-02 19:28:05,49.1,14.41,completed
TR10467,USR1163,casual,BK312,electric,ST109,ST104,2024-06-26 09:36:00,2024-06-26 09:53:53,17.9,9.26,completed
TR10468,USR1199,member,BK312,electric,ST113,ST102,2024-04-25 19:47:00,2024-04-25 20:16:51,29.9,5.76,cancelled
TR10469,USR1014,casual,BK262,classic,ST113,ST101,2024-11-30 20:05:00,2024-11-30 20:15:45,10.8,13.01,completed
TR10470,USR1174,member,BK320,electric,ST101,ST107,2024-12-17 22:12:00,2024-12-17 23:45:00,93.0,5.85,completed
TR10471,USR1134,casual,BK226,classic,ST108,ST105,2024-01-14 13:26:00,2024-01-14 13:33:11,7.2,1.56,completed
TR10472,USR1089,member,BK346,classic,ST104,ST105,2024-10-17 10:15:00,2024-10-17 11:02:58,48.0,10.27,completed
TR10473,USR1145,casual,BK280,electric,ST106,ST101,2024-12-15 11:16:00,2024-12-15 13:32:25,136.4,6.81,cancelled
TR10474,USR1040,casual,BK253,classic,ST104,ST109,2024-07-03 07:08:00,2024-07-03 07:28:10,20.2,7.94,completed
TR10475,USR1081,member,BK251,electric,ST100,ST101,2024-11-22 06:32:00,2024-11-22 07:02:34,30.6,4.96,completed
TR10476,USR1003,member,BK286,electric,ST109,ST108,2024-08-15 11:15:00,2024-08-15 11:21:37,6.6,11.38,completed
TR10477,USR1011,member,BK295,classic,ST104,ST110,2024-10-21 15:16:00,2024-10-21 16:05:24,49.4,13.06,completed
TR10478,USR1052,member,BK307,classic,ST109,ST106,2024-10-22 11:21:00,2024-10-22 11:59:08,38.1,13.35,completed
TR10479,USR1199,member,BK330,electric,ST114,ST111,2024-10-24 11:19:00,2024-10-24 12:02:56,43.9,0.51,completed
TR10480,USR1008,casual,BK261,classic,ST108,ST106,2024-11-11 08:29:00,2024-11-11 08:43:26,14.4,14.67,completed
TR10481,USR1047,casual,BK262,electric,ST101,ST106,2024-05-01 22:37:00,2024-05-01 22:46:39,9.7,2.88,completed
TR10482,USR1007,member,BK291,classic,ST111,ST101,2024-10-17 06:51:00,2024-10-17 07:40:59,50.0,2.22,completed
TR10483,USR1128,member,BK261,classic,ST110,ST112,2024-02-23 13:25:00,2024-02-23 13:42:55,17.9,11.66,cancelled
TR10484,USR1145,member,BK331,electric,ST111,ST104,2024-11-22 17:14:00,2024-11-22 18:06:40,52.7,14.31,completed
TR10485,USR1040,member,BK330,electric,ST101,ST112,2024-03-21 10:11:00,2024-03-21 10:50:47,39.8,11.22,completed
TR10486,USR1081,member,BK327,classic,ST101,ST105,2024-02-14 06:22:00,2024-02-14 07:37:18,75.3,3.54,completed
TR10487,USR1089,member,BK227,electric,ST106,ST110,2024-07-03 10:01:00,2024-07-03 10:37:02,36.0,2.08,nan
TR10488,USR1153,member,BK333,electric,ST102,ST106,2024-02-03 06:40:00,2024-02-03 06:58:56,18.9,11.31,cancelled
TR10489,USR1094,member,BK329,electric,ST112,ST113,2024-06-28 11:38:00,2024-06-28 12:02:08,24.1,12.46,completed
TR10490,USR1110,casual,BK261,classic,ST114,ST114,2024-06-18 17:55:00,2024-06-18 18:17:04,22.1,8.13,completed
TR10491,USR1047,casual,BK327,classic,ST109,ST101,2024-05-06 09:49:00,2024-05-06 10:42:47,53.8,5.47,completed
TR10492,USR1043,casual,BK229,classic,ST104,ST110,2024-04-26 11:40:00,2024-04-26 11:42:06,2.1,2.63,completed
TR10493,USR1070,member,BK346,classic,ST108,ST111,2024-11-13 14:03:00,2024-11-13 15:08:06,65.1,2.84,nan
TR10494,USR1062,member,BK333,classic,ST106,ST112,2024-05-31 15:44:00,2024-05-31 16:36:18,52.3,11.07,completed
TR10495,USR1189,casual,BK327,electric,ST112,ST114,2024-05-11 20:42:00,2024-05-11 20:44:00,2.0,5.05,completed
TR10496,USR1189,member,BK261,classic,ST109,ST113,2024-04-01 22:17:00,2024-04-01 23:01:12,44.2,3.26,cancelled
TR10497,USR1103,casual,BK329,classic,ST107,ST114,2024-05-10 16:48:00,2024-05-10 17:35:10,47.2,5.77,completed
TR10498,USR1130,member,BK320,electric,ST112,ST105,2024-11-13 06:48:00,2024-11-13 06:50:00,2.0,1.41,completed
TR10499,USR1062,member,BK227,electric,ST103,ST106,2024-08-20 19:42:00,2024-08-20 19:44:59,3.0,9.15,completed
TR10500,USR1003,casual,BK227,electric,ST112,ST109,2024-01-02 19:43:00,2024-01-02 19:59:06,16.1,13.52,completed
TR10501,USR1014,casual,BK261,classic,ST109,ST104,2024-10-30 09:39:00,2024-10-30 09:41:00,2.0,14.67,completed
TR10502,USR1136,member,BK244,classic,ST103,ST103,2024-07-05 19:02:00,2024-07-05 19:18:56,16.9,10.66,cancelled
TR10503,USR1032,casual,BK295,electric,ST113,ST105,2024-07-10 09:21:00,2024-07-10 09:23:51,2.9,12.71,completed
TR10504,USR1036,member,BK262,electric,ST105,ST103,2024-06-03 16:36:00,2024-06-03 17:13:29,37.5,12.79,completed
TR10505,USR1053,casual,BK258,electric,ST104,ST108,2024-09-27 08:28:00,2024-09-27 08:36:26,8.4,8.01,completed
TR10506,USR1008,member,BK235,electric,ST102,ST106,2024-01-14 19:09:00,2024-01-14 20:15:32,66.5,8.15,completed
TR10507,USR1080,member,BK333,classic,ST113,ST114,2024-09-13 17:38:00,2024-09-13 18:00:56,22.9,2.91,completed
TR10508,USR1105,member,BK228,electric,ST100,ST109,2024-12-19 11:07:00,2024-12-19 11:16:57,10.0,7.56,completed
TR10509,USR1102,member,BK227,classic,ST111,ST104,2024-08-15 15:20:00,2024-08-15 16:00:53,40.9,3.19,completed
TR10510,USR1064,member,BK258,electric,ST105,ST104,2024-08-23 12:19:00,2024-08-23 13:22:59,64.0,7.78,completed
TR10511,USR1100,casual,BK307,classic,ST111,ST109,2024-05-24 11:23:00,2024-05-24 11:32:48,9.8,10.25,completed
TR10512,USR1087,casual,BK315,classic,ST100,ST110,2024-01-18 17:47:00,2024-01-18 17:50:01,3.0,4.2,cancelled
TR10513,USR1174,member,BK333,classic,ST106,ST101,2024-02-26 13:22:00,2024-02-26 13:25:08,3.1,1.15,completed
TR10514,USR1122,casual,BK300,classic,ST103,ST102,2024-09-02 19:23:00,2024-09-02 19:47:00,24.0,13.33,completed
TR10515,USR1189,member,BK346,electric,ST103,ST100,2024-01-13 13:24:00,2024-01-13 13:32:23,8.4,9.65,completed
TR10516,USR1039,member,BK226,classic,ST100,ST111,2024-10-06 07:52:00,2024-10-06 07:55:00,3.0,2.99,completed
TR10517,USR1102,casual,BK323,classic,ST102,ST109,2024-04-13 17:01:00,2024-04-13 17:03:00,2.0,14.47,completed
TR10518,USR1003,casual,BK251,classic,ST109,ST107,2024-07-22 21:22:00,2024-07-22 21:43:47,21.8,11.61,completed
TR10519,USR1190,casual,BK312,electric,ST108,ST104,2024-06-26 20:41:00,2024-06-26 20:57:10,16.2,10.21,completed
TR10520,USR1070,casual,BK285,classic,ST103,ST110,2024-04-17 10:22:00,2024-04-17 10:31:52,9.9,7.29,completed
TR10521,USR1001,casual,BK270,classic,ST112,ST114,2024-03-08 13:15:00,2024-03-08 13:56:19,41.3,5.11,completed
TR10522,USR1011,member,BK227,electric,ST111,ST107,2024-04-08 10:33:00,2024-04-08 11:41:29,,11.4,nan
TR10523,USR1190,casual,BK258,classic,ST104,ST100,2024-03-11 14:07:00,2024-03-11 15:11:18,64.3,14.96,completed
TR10524,USR1189,casual,BK283,classic,ST105,ST102,2024-01-10 17:53:00,2024-01-10 19:34:47,101.8,9.82,completed
TR10525,USR1136,member,BK295,electric,ST102,ST108,2024-03-01 16:34:00,2024-03-01 16:53:33,19.6,9.98,completed
TR10526,USR1088,member,BK315,classic,ST101,ST114,2024-01-28 15:15:00,2024-01-28 15:17:00,2.0,4.85,completed
TR10527,USR1047,member,BK295,classic,ST110,ST107,2024-06-22 15:53:00,2024-06-22 15:57:06,4.1,9.17,completed
TR10528,USR1135,member,BK280,classic,ST106,ST106,2024-02-18 13:54:00,2024-02-18 14:33:54,39.9,7.87,completed
TR10529,USR1023,member,BK261,electric,ST100,ST111,2024-03-20 20:12:00,2024-03-20 21:01:56,49.9,7.12,completed
TR10530,USR1153,member,BK346,electric,ST101,ST108,2024-08-29 22:11:00,2024-08-29 22:30:56,19.9,6.55,cancelled
TR10531,USR1189,member,BK226,classic,ST114,ST106,2024-06-04 21:36:00,2024-06-04 21:48:50,12.8,7.79,cancelled
TR10532,USR1040,member,BK323,classic,ST103,ST103,2024-11-03 18:43:00,2024-11-03 18:49:27,6.5,2.91,completed
TR10533,USR1032,casual,BK307,electric,ST109,ST108,2024-08-18 10:57:00,2024-08-18 11:12:25,15.4,10.79,nan
TR10534,USR1122,casual,BK295,electric,ST106,ST113,2024-03-25 22:08:00,2024-03-25 22:10:00,2.0,0.78,completed
TR10535,USR1014,member,BK346,classic,ST103,ST101,2024-06-09 18:13:00,2024-06-09 18:36:30,23.5,8.74,completed
TR10536,USR1189,casual,BK328,classic,ST108,ST100,2024-03-11 21:55:00,2024-03-11 23:01:50,66.8,1.23,completed
TR10537,USR1070,casual,BK262,classic,ST114,ST105,2024-02-26 06:00:00,2024-02-26 06:22:08,22.1,12.4,completed
TR10538,USR1026,member,BK300,classic,ST112,ST106,2024-06-20 18:33:00,2024-06-20 18:42:01,9.0,14.52,nan
TR10539,USR1043,member,BK291,classic,ST101,ST102,2024-07-29 12:53:00,2024-07-29 12:57:24,4.4,14.43,completed
TR10540,USR1088,casual,BK261,classic,ST103,ST102,2024-01-17 10:38:00,2024-01-17 11:28:28,50.5,14.36,completed
TR10541,USR1053,casual,BK251,classic,ST108,ST104,2024-06-06 17:03:00,2024-06-06 17:26:06,23.1,3.8,completed
TR10542,USR1001,member,BK265,electric,ST111,ST101,2024-01-17 16:34:00,2024-01-17 16:36:00,2.0,13.49,completed
TR10543,USR1133,casual,BK330,classic,ST102,ST105,2024-10-09 18:11:00,2024-10-09 18:41:33,30.6,3.22,completed
TR10544,USR1162,casual,BK320,classic,ST106,ST111,2024-12-07 21:45:00,2024-12-07 21:47:04,2.1,10.75,completed
TR10545,USR1000,casual,BK329,classic,ST114,ST113,2024-06-10 12:35:00,2024-06-10 12:37:25,2.4,7.14,completed
TR10546,USR1136,casual,BK243,classic,ST101,ST104,2024-08-07 09:38:00,2024-08-07 11:02:59,85.0,6.93,completed
TR10547,USR1105,casual,BK261,classic,ST112,ST105,2024-11-06 09:14:00,2024-11-06 09:26:12,12.2,5.63,completed
TR10548,USR1174,casual,BK312,classic,ST105,ST111,2024-12-24 07:09:00,2024-12-24 07:27:28,18.5,9.79,completed
TR10549,USR1040,member,BK211,electric,ST106,ST106,2024-04-28 07:05:00,2024-04-28 07:21:56,16.9,14.8,completed
TR10550,USR1103,member,BK285,electric,ST104,ST101,2024-01-03 15:50:00,2024-01-03 15:52:00,2.0,3.39,completed
TR10551,USR1094,member,BK229,classic,ST106,ST107,2024-01-17 11:18:00,2024-01-17 11:31:14,13.2,10.71,completed
TR10552,USR1070,member,BK285,electric,ST102,ST102,2024-11-19 10:39:00,2024-11-19 11:10:31,31.5,5.7,completed
TR10553,USR1026,member,BK312,electric,ST110,ST105,2024-09-29 09:39:00,2024-09-29 09:45:36,6.6,9.72,nan
TR10554,USR1192,casual,BK227,classic,ST110,ST109,2024-01-22 20:42:00,2024-01-22 21:23:43,41.7,4.76,completed
TR10555,USR1062,member,BK336,classic,ST108,ST104,2024-09-24 18:55:00,2024-09-24 19:10:18,15.3,6.25,completed
TR10556,USR1174,member,BK238,classic,ST110,ST113,2024-11-22 15:41:00,2024-11-22 16:12:20,31.3,6.95,completed
TR10557,USR1100,casual,BK283,classic,ST103,ST108,2024-08-13 21:24:00,2024-08-13 21:44:11,20.2,4.82,completed
TR10558,USR1123,casual,BK243,electric,ST101,ST105,2024-12-05 20:59:00,2024-12-05 21:01:00,2.0,7.74,completed
TR10559,USR1145,member,BK329,classic,ST101,ST105,2024-10-19 15:14:00,2024-10-19 15:17:34,3.6,10.53,completed
TR10560,USR1013,member,BK229,classic,ST101,ST113,2024-06-17 21:58:00,2024-06-17 22:58:23,60.4,6.82,completed
TR10561,USR1004,member,BK265,classic,ST112,ST110,2024-05-07 12:41:00,2024-05-07 13:38:25,57.4,2.44,completed
TR10562,USR1053,member,BK202,classic,ST102,ST108,2024-03-04 12:03:00,2024-03-04 12:18:35,15.6,11.94,completed
TR10563,USR1098,member,BK336,classic,ST100,ST104,2024-02-08 11:45:00,2024-02-08 11:47:00,2.0,,completed
TR10564,USR1036,member,BK235,classic,ST100,ST108,2024-02-12 11:19:00,2024-02-12 11:21:00,2.0,5.75,cancelled
TR10565,USR1100,casual,BK312,classic,ST111,ST105,2024-07-07 15:49:00,2024-07-07 15:58:20,9.3,8.12,completed
TR10566,USR1190,member,BK325,classic,ST113,ST109,2024-07-07 18:25:00,2024-07-07 18:56:24,31.4,4.39,completed
TR10567,USR1081,casual,BK258,classic,ST102,ST103,2024-02-16 18:55:00,2024-02-16 20:36:57,102.0,7.66,cancelled
TR10568,USR1094,member,BK342,classic,ST105,ST113,2024-08-04 16:07:00,2024-08-04 16:13:57,7.0,8.48,completed
TR10569,USR1039,member,BK235,electric,ST107,ST103,2024-09-20 19:30:00,2024-09-20 19:54:59,25.0,8.14,completed
TR10570,USR1135,member,BK258,classic,ST103,ST112,2024-02-06 12:22:00,2024-02-06 12:34:37,12.6,2.31,completed
TR10571,USR1130,casual,BK283,electric,ST108,ST108,2024-09-05 18:25:00,2024-09-05 18:39:31,14.5,4.28,cancelled
TR10572,USR1004,member,BK261,electric,ST109,ST103,2024-12-26 19:01:00,2024-12-26 19:29:11,28.2,12.95,nan
TR10573,USR1102,casual,BK243,classic,ST102,ST105,2024-05-04 11:52:00,2024-05-04 12:30:01,38.0,10.7,cancelled
TR10574,USR1138,member,BK253,electric,ST103,ST100,2024-07-27 06:52:00,2024-07-27 06:54:00,2.0,8.91,completed
TR10575,USR1089,casual,BK295,classic,ST111,ST112,2024-11-28 06:23:00,2024-11-28 06:26:53,3.9,11.51,completed
TR10576,USR1192,casual,BK336,electric,ST105,ST114,2024-09-27 07:10:00,2024-09-27 07:54:41,44.7,7.65,cancelled
TR10577,USR1103,casual,BK300,classic,ST101,ST106,2024-10-23 15:49:00,2024-10-23 16:09:47,20.8,4.16,cancelled
TR10578,USR1023,member,BK329,classic,ST114,ST101,2024-05-11 09:31:00,2024-05-11 09:59:14,28.2,4.87,completed
TR10579,USR1004,casual,BK261,classic,ST109,ST102,2024-03-05 10:50:00,2024-03-05 10:53:29,3.5,9.83,completed
TR10580,USR1052,casual,BK329,electric,ST104,ST101,2024-06-17 07:20:00,2024-06-17 07:26:09,6.2,1.29,completed
TR10581,USR1053,casual,BK325,classic,ST111,ST114,2024-08-30 14:30:00,2024-08-30 16:29:33,119.6,2.87,completed
TR10582,USR1052,member,BK331,classic,ST109,ST114,2024-01-02 14:18:00,2024-01-02 15:06:38,48.6,12.35,completed
TR10583,USR1123,casual,BK261,classic,ST104,ST100,2024-04-15 15:42:00,2024-04-15 15:46:48,4.8,13.18,completed
TR10584,USR1080,casual,BK333,classic,ST108,ST112,2024-04-23 19:24:00,2024-04-23 19:31:25,7.4,10.93,completed
TR10585,USR1011,member,BK227,classic,ST106,ST110,2024-09-26 08:50:00,2024-09-26 09:40:43,50.7,3.02,completed
TR10586,USR1163,member,BK329,electric,ST105,ST112,2024-07-14 19:32:00,2024-07-14 20:56:07,84.1,13.78,completed
TR10587,USR1023,member,BK228,classic,ST109,ST100,2024-05-05 08:29:00,2024-05-05 08:34:59,6.0,11.84,completed
TR10588,USR1047,casual,BK329,electric,ST113,ST103,2024-01-25 18:38:00,2024-01-25 20:25:02,107.0,12.4,completed
TR10589,USR1134,casual,BK251,classic,ST111,ST114,2024-05-09 18:45:00,2024-05-09 19:01:29,16.5,1.42,completed
TR10590,USR1199,member,BK201,electric,ST113,ST106,2024-09-11 11:53:00,2024-09-11 12:12:07,19.1,14.95,completed
TR10591,USR1122,casual,BK329,classic,ST100,ST109,2024-07-22 22:35:00,2024-07-22 22:58:10,23.2,9.64,completed
TR10592,USR1189,member,BK227,classic,ST113,ST101,2024-09-11 13:33:00,2024-09-11 13:37:26,4.4,14.42,cancelled
TR10593,USR1087,member,BK320,electric,ST107,ST102,2024-08-02 13:31:00,2024-08-02 13:53:05,,7.1,completed
TR10594,USR1163,member,BK261,electric,ST102,ST104,2024-04-06 20:15:00,2024-04-06 20:56:56,41.9,9.03,completed
TR10595,USR1161,member,BK312,electric,ST109,ST104,2024-01-22 20:12:00,2024-01-22 20:14:00,2.0,8.35,completed
TR10596,USR1162,casual,BK258,electric,ST112,ST106,2024-06-02 21:00:00,2024-06-02 21:03:30,3.5,4.72,cancelled
TR10597,USR1049,casual,BK327,classic,ST108,ST107,2024-11-25 22:54:00,2024-11-25 23:00:08,6.1,4.13,cancelled
TR10598,USR1133,member,BK201,electric,ST105,ST102,2024-05-30 21:06:00,2024-05-30 21:10:02,4.0,13.98,completed
TR10599,USR1161,casual,BK295,classic,ST103,ST101,2024-09-25 07:50:00,2024-09-25 08:57:25,67.4,2.32,completed
TR10600,USR1034,member,BK251,electric,ST102,ST102,2024-07-28 12:08:00,2024-07-28 12:12:48,4.8,9.9,completed
TR10601,USR1047,member,BK261,classic,ST112,ST101,2024-01-12 18:40:00,2024-01-12 18:50:02,10.0,4.1,nan
TR10602,USR1036,member,BK280,electric,ST112,ST102,2024-05-22 15:40:00,2024-05-22 15:42:00,2.0,13.25,nan
TR10603,USR1103,casual,BK329,classic,ST105,ST114,2024-08-19 08:57:00,2024-08-19 09:36:01,39.0,9.44,completed
TR10604,USR1135,casual,BK261,classic,ST106,ST104,2024-09-05 06:20:00,2024-09-05 07:06:28,46.5,2.52,completed
TR10605,USR1023,casual,BK251,electric,ST110,ST107,2024-08-31 08:11:00,2024-08-31 08:53:00,42.0,3.65,completed
TR10606,USR1153,casual,BK212,electric,ST102,ST110,2024-08-03 06:38:00,2024-08-03 07:03:54,25.9,0.75,nan
TR10607,USR1013,casual,BK258,classic,ST108,ST110,2024-08-14 07:38:00,2024-08-14 08:00:52,22.9,5.45,nan
TR10608,USR1135,member,BK274,classic,ST108,ST109,2024-06-17 08:32:00,2024-06-17 08:51:13,19.2,12.97,completed
TR10609,USR1153,casual,BK251,electric,ST113,ST104,2024-10-04 12:12:00,2024-10-04 12:14:00,2.0,2.23,completed
TR10610,USR1138,member,BK315,electric,ST107,ST107,2024-07-30 21:49:00,2024-07-30 21:56:33,7.6,4.8,completed
TR10611,USR1061,member,BK251,classic,ST111,ST108,2024-06-26 18:59:00,2024-06-26 19:10:00,11.0,11.94,completed
TR10612,USR1052,casual,BK283,electric,ST107,ST101,2024-10-31 12:03:00,2024-10-31 12:25:30,22.5,2.34,completed
TR10613,USR1013,member,BK226,classic,ST100,ST108,2024-10-03 22:22:00,2024-10-03 22:40:00,18.0,14.28,completed
TR10614,USR1047,member,BK329,classic,ST112,ST101,2024-05-30 19:32:00,2024-05-30 20:16:35,44.6,6.35,completed
TR10615,USR1053,member,BK291,classic,ST102,ST107,2024-04-10 07:19:00,2024-04-10 07:39:22,20.4,14.69,completed
TR10616,USR1156,member,BK300,classic,ST113,ST114,2024-03-20 12:15:00,2024-03-20 13:07:27,52.5,4.71,completed
TR10617,USR1100,member,BK317,classic,ST100,ST108,2024-05-13 07:08:00,2024-05-13 07:38:53,30.9,0.81,completed
TR10618,USR1174,casual,BK329,classic,ST105,ST112,2024-08-13 20:14:00,2024-08-13 20:29:31,15.5,12.37,completed
TR10619,USR1199,member,BK238,classic,ST110,ST114,2024-10-11 15:31:00,2024-10-11 15:35:54,4.9,7.65,completed
TR10620,USR1130,member,BK227,electric,ST110,ST103,2024-12-03 19:17:00,2024-12-03 20:18:32,61.5,7.66,completed
TR10621,USR1189,member,BK270,classic,ST113,ST104,2024-12-13 08:42:00,2024-12-13 11:50:07,188.1,12.13,completed
TR10622,USR1162,member,BK258,electric,ST104,ST114,2024-01-29 16:25:00,2024-01-29 16:34:24,9.4,9.5,completed
TR10623,USR1053,member,BK329,electric,ST110,ST111,2024-07-12 13:28:00,2024-07-12 13:31:08,3.1,11.47,completed
TR10624,USR1088,member,BK274,electric,ST110,ST114,2024-12-29 17:02:00,2024-12-29 17:04:00,2.0,1.41,completed
TR10625,USR1136,member,BK342,electric,ST102,ST105,2024-05-28 17:31:00,2024-05-28 17:38:09,7.2,5.9,completed
TR10626,USR1049,member,BK243,electric,ST104,ST104,2024-05-25 06:07:00,2024-05-25 06:31:34,24.6,1.29,cancelled
TR10627,USR1110,casual,BK227,electric,ST111,ST112,2024-11-17 07:14:00,2024-11-17 07:36:30,22.5,3.55,completed
TR10628,USR1040,casual,BK295,electric,ST113,ST105,2024-12-09 11:26:00,2024-12-09 11:29:56,3.9,10.61,completed
TR10629,USR1014,member,BK307,electric,ST105,ST107,2024-11-16 17:11:00,2024-11-16 17:16:52,5.9,1.55,completed
TR10630,USR1131,member,BK261,electric,ST102,ST103,2024-04-02 15:27:00,2024-04-02 15:43:31,,5.08,completed
TR10631,USR1080,member,BK327,electric,ST103,ST110,2024-04-09 10:32:00,2024-04-09 11:12:38,40.6,2.72,completed
TR10632,USR1080,casual,BK261,electric,ST114,ST107,2024-04-01 12:38:00,2024-04-01 12:40:47,2.8,9.61,completed
TR10633,USR1053,member,BK295,classic,ST106,ST105,2024-06-04 10:02:00,2024-06-04 10:19:23,17.4,6.06,nan
TR10634,USR1135,member,BK238,electric,ST112,ST106,2024-10-16 15:18:00,2024-10-16 15:51:43,33.7,11.48,completed
TR10635,USR1189,member,BK328,electric,ST111,ST108,2024-02-08 20:15:00,2024-02-08 20:24:55,9.9,2.18,completed
TR10636,USR1040,member,BK295,electric,ST100,ST109,2024-12-04 08:36:00,2024-12-04 10:07:58,92.0,12.72,completed
TR10637,USR1027,casual,BK342,classic,ST112,ST110,2024-08-09 07:08:00,2024-08-09 07:35:17,27.3,7.06,cancelled
TR10638,USR1123,casual,BK295,classic,ST114,ST105,2024-08-23 13:44:00,2024-08-23 14:04:40,20.7,11.55,completed
TR10639,USR1004,casual,BK329,classic,ST107,ST108,2024-10-24 07:08:00,2024-10-24 07:11:51,3.9,6.15,nan
TR10640,USR1156,member,BK300,electric,ST111,ST113,2024-05-31 07:45:00,2024-05-31 07:47:00,2.0,10.7,completed
TR10641,USR1080,casual,BK329,classic,ST104,ST110,2024-12-13 13:33:00,2024-12-13 13:51:39,18.7,12.23,completed
TR10642,USR1003,member,BK241,classic,ST108,ST100,2024-04-22 18:20:00,2024-04-22 18:29:26,9.4,1.72,completed
TR10643,USR1053,casual,BK329,classic,ST107,ST109,2024-08-20 08:10:00,2024-08-20 08:25:42,15.7,1.26,completed
TR10644,USR1156,casual,BK285,classic,ST113,ST106,2024-11-07 13:00:00,2024-11-07 13:05:15,5.3,7.18,completed
